,labels,chembl_ids,fingerprint_id
911,1,CHEMBL208594,911
912,0,CHEMBL185327,912
913,1,CHEMBL121954,913
914,1,CHEMBL75177,914
915,1,CHEMBL205045,915
916,0,CHEMBL121709,916
917,0,CHEMBL20811,917
918,1,CHEMBL168533,918
919,1,CHEMBL188386,919
920,0,CHEMBL428453,920
921,1,CHEMBL544833,921
922,1,CHEMBL58436,922
923,0,CHEMBL155607,923
924,1,CHEMBL202398,924
925,1,CHEMBL290389,925
926,1,CHEMBL56393,926
927,0,CHEMBL56879,927
928,0,CHEMBL553824,928
929,1,CHEMBL417478,929
930,0,CHEMBL127086,930
931,1,CHEMBL215210,931
932,1,CHEMBL92882,932
933,0,CHEMBL31745,933
934,0,CHEMBL443296,934
935,1,CHEMBL52472,935
936,1,CHEMBL205966,936
937,1,CHEMBL332612,937
938,1,CHEMBL193681,938
939,1,CHEMBL136404,939
940,1,CHEMBL287007,940
941,0,CHEMBL113996,941
942,1,CHEMBL208048,942
943,0,CHEMBL201511,943
944,1,CHEMBL53637,944
945,1,CHEMBL52913,945
946,1,CHEMBL420885,946
947,1,CHEMBL165228,947
948,1,CHEMBL3085375,948
949,0,CHEMBL124836,949
950,1,CHEMBL161895,950
951,0,CHEMBL64781,951
952,1,CHEMBL2448066,952
953,1,CHEMBL337026,953
954,0,CHEMBL206848,954
955,1,CHEMBL104466,955
956,1,CHEMBL213007,956
957,1,CHEMBL92825,957
958,1,CHEMBL311109,958
959,1,CHEMBL160935,959
960,0,CHEMBL312247,960
961,1,CHEMBL217092,961
962,1,CHEMBL1421,962
963,0,CHEMBL453336,963
964,1,CHEMBL488646,964
965,0,CHEMBL486437,965
966,1,CHEMBL521470,966
967,1,CHEMBL519395,967
968,0,CHEMBL455328,968
969,0,CHEMBL435191,969
970,0,CHEMBL474561,970
971,1,CHEMBL569880,971
972,0,CHEMBL606362,972
973,0,CHEMBL1172878,973
974,0,CHEMBL1173789,974
975,0,CHEMBL1172951,975
976,0,CHEMBL1173014,976
977,1,CHEMBL1170278,977
978,1,CHEMBL1172773,978
979,1,CHEMBL1172843,979
980,0,CHEMBL2205026,980
981,0,CHEMBL2205024,981
982,1,CHEMBL2152252,982
983,0,CHEMBL2018771,983
984,0,CHEMBL2047243,984
985,1,CHEMBL2047028,985
986,0,CHEMBL1917093,986
987,1,CHEMBL2325095,987
988,1,CHEMBL2347231,988
989,1,CHEMBL2442333,989
990,1,CHEMBL2437488,990
991,1,CHEMBL3344221,991
992,1,CHEMBL3092297,992
993,1,CHEMBL3092321,993
994,0,CHEMBL2336359,994
995,1,CHEMBL2426280,995
996,1,CHEMBL2419760,996
997,1,CHEMBL2385987,997
998,1,CHEMBL3092305,998
999,1,CHEMBL3092299,999
1000,0,CHEMBL3098320,1000
1001,1,CHEMBL116857,1001
1002,1,CHEMBL3233786,1002
1003,0,CHEMBL3237947,1003
1004,0,CHEMBL3221261,1004
1005,1,CHEMBL3221560,1005
1006,1,CHEMBL3219502,1006
1007,0,CHEMBL428647,1007
1008,1,CHEMBL3357654,1008
1009,1,CHEMBL3360611,1009
1010,1,CHEMBL3352899,1010
1011,0,CHEMBL3353406,1011
1012,1,CHEMBL3355881,1012
1013,1,CHEMBL3325479,1013
1014,1,CHEMBL3325475,1014
1015,1,CHEMBL3416602,1015
1016,1,CHEMBL357367,1016
1017,1,CHEMBL47660,1017
1018,0,CHEMBL307093,1018
1019,0,CHEMBL155389,1019
1020,1,CHEMBL453502,1020
1021,1,CHEMBL275638,1021
1022,1,CHEMBL590714,1022
1023,1,CHEMBL1243255,1023
1024,1,CHEMBL1683963,1024
1025,1,CHEMBL1683968,1025
1026,0,CHEMBL1821886,1026
1027,0,CHEMBL169657,1027
1028,1,CHEMBL168366,1028
1029,0,CHEMBL127763,1029
1030,1,CHEMBL31815,1030
1031,0,CHEMBL58580,1031
1032,0,CHEMBL60200,1032
1033,1,CHEMBL251124,1033
1034,1,CHEMBL340700,1034
1035,1,CHEMBL513716,1035
1036,1,CHEMBL1233882,1036
1037,0,CHEMBL2426277,1037
1038,1,CHEMBL3357641,1038
1039,1,CHEMBL3355885,1039
1040,1,CHEMBL3355886,1040
1041,1,CHEMBL3416608,1041
1042,1,CHEMBL435662,1042
1043,1,CHEMBL109631,1043
1044,1,CHEMBL123322,1044
1045,1,CHEMBL403357,1045
1046,1,CHEMBL2018757,1046
1047,1,CHEMBL2086760,1047
1048,1,CHEMBL2047026,1048
1049,0,CHEMBL2335014,1049
1050,0,CHEMBL3133910,1050
1051,1,CHEMBL3416635,1051
1052,0,CHEMBL43689,1052
1053,1,CHEMBL343722,1053
1054,1,CHEMBL426051,1054
1055,1,CHEMBL169970,1055
1056,0,CHEMBL145,1056
1057,1,CHEMBL508481,1057
1058,1,CHEMBL516373,1058
1059,1,CHEMBL567197,1059
1060,0,CHEMBL1766529,1060
1061,1,CHEMBL587723,1061
1062,1,CHEMBL1958035,1062
1063,1,CHEMBL2315409,1063
1064,1,CHEMBL2424794,1064
1065,0,CHEMBL2283258,1065
1066,1,CHEMBL285063,1066
1067,1,CHEMBL541586,1067
1068,1,CHEMBL1788321,1068
1069,1,CHEMBL171054,1069
1070,0,CHEMBL54471,1070
1071,1,CHEMBL326280,1071
1072,1,CHEMBL131193,1072
1073,1,CHEMBL510357,1073
1074,0,CHEMBL1171822,1074
1075,0,CHEMBL1642294,1075
1076,1,CHEMBL3416606,1076
1077,0,CHEMBL122721,1077
1078,1,CHEMBL2448064,1078
1079,0,CHEMBL76904,1079
1080,1,CHEMBL1934633,1080
1081,0,CHEMBL2312649,1081
1082,1,CHEMBL3355888,1082
1083,1,CHEMBL275762,1083
1084,1,CHEMBL333454,1084
1085,1,CHEMBL300491,1085
1086,0,CHEMBL309392,1086
1087,1,CHEMBL3085380,1087
1088,1,CHEMBL99024,1088
1089,1,CHEMBL135902,1089
1090,0,CHEMBL57663,1090
1091,1,CHEMBL448929,1091
1092,0,CHEMBL483108,1092
1093,1,CHEMBL1242847,1093
1094,0,CHEMBL1956893,1094
1095,0,CHEMBL3098314,1095
1096,1,CHEMBL3233020,1096
1097,0,CHEMBL74038,1097
1098,1,CHEMBL53898,1098
1099,1,CHEMBL53552,1099
1100,0,CHEMBL383999,1100
1101,0,CHEMBL308466,1101
1102,0,CHEMBL523059,1102
1103,1,CHEMBL1242386,1103
1104,1,CHEMBL2087359,1104
1105,1,CHEMBL2425094,1105
1106,0,CHEMBL132907,1106
1107,1,CHEMBL338049,1107
1108,1,CHEMBL212201,1108
1109,1,CHEMBL208286,1109
1110,0,CHEMBL75718,1110
1111,1,CHEMBL53428,1111
1112,1,CHEMBL57462,1112
1113,1,CHEMBL1203937,1113
1114,1,CHEMBL24979,1114
1115,1,CHEMBL144842,1115
1116,1,CHEMBL54088,1116
1117,0,CHEMBL21265,1117
1118,1,CHEMBL243837,1118
1119,1,CHEMBL14952,1119
1120,1,CHEMBL170111,1120
1121,1,CHEMBL135142,1121
1122,1,CHEMBL96065,1122
1123,1,CHEMBL207235,1123
1124,0,CHEMBL423288,1124
1125,1,CHEMBL322298,1125
1126,0,CHEMBL377734,1126
1127,1,CHEMBL162981,1127
1128,1,CHEMBL440935,1128
1129,1,CHEMBL248114,1129
1130,1,CHEMBL55204,1130
1131,0,CHEMBL112263,1131
1132,0,CHEMBL19978,1132
1133,1,CHEMBL93464,1133
1134,1,CHEMBL54400,1134
1135,1,CHEMBL391387,1135
1136,1,CHEMBL325245,1136
1137,1,CHEMBL243839,1137
1138,0,CHEMBL386296,1138
1139,1,CHEMBL166093,1139
1140,1,CHEMBL36727,1140
1141,1,CHEMBL391675,1141
1142,0,CHEMBL419682,1142
1143,1,CHEMBL399735,1143
1144,0,CHEMBL69378,1144
1145,0,CHEMBL150177,1145
1146,1,CHEMBL178199,1146
1147,0,CHEMBL557975,1147
1148,0,CHEMBL77825,1148
1149,0,CHEMBL119242,1149
1150,1,CHEMBL51228,1150
1151,0,CHEMBL76979,1151
1152,1,CHEMBL95774,1152
1153,1,CHEMBL421686,1153
1154,0,CHEMBL120703,1154
1155,1,CHEMBL52015,1155
1156,0,CHEMBL93346,1156
1157,1,CHEMBL136674,1157
1158,1,CHEMBL330668,1158
1159,1,CHEMBL113185,1159
1160,0,CHEMBL312826,1160
1161,1,CHEMBL202162,1161
1162,0,CHEMBL86944,1162
1163,1,CHEMBL2112369,1163
1164,0,CHEMBL435054,1164
1165,0,CHEMBL232601,1165
1166,1,CHEMBL116525,1166
1167,1,CHEMBL391738,1167
1168,0,CHEMBL170438,1168
1169,1,CHEMBL396079,1169
1170,0,CHEMBL188502,1170
1171,1,CHEMBL203529,1171
1172,0,CHEMBL1161234,1172
1173,1,CHEMBL293090,1173
1174,0,CHEMBL77595,1174
1175,1,CHEMBL428777,1175
1176,1,CHEMBL257478,1176
1177,1,CHEMBL475351,1177
1178,1,CHEMBL491677,1178
1179,1,CHEMBL452716,1179
1180,1,CHEMBL473320,1180
1181,0,CHEMBL459729,1181
1182,1,CHEMBL466174,1182
1183,1,CHEMBL103552,1183
1184,1,CHEMBL490768,1184
1185,0,CHEMBL460990,1185
1186,1,CHEMBL499345,1186
1187,1,CHEMBL511623,1187
1188,1,CHEMBL565467,1188
1189,1,CHEMBL2021576,1189
1190,1,CHEMBL604672,1190
1191,0,CHEMBL589503,1191
1192,1,CHEMBL602728,1192
1193,0,CHEMBL1097368,1193
1194,0,CHEMBL592139,1194
1195,0,CHEMBL590568,1195
1196,1,CHEMBL604042,1196
1197,0,CHEMBL1087421,1197
1198,0,CHEMBL1336,1198
1199,0,CHEMBL1242119,1199
1200,1,CHEMBL1242385,1200
1201,1,CHEMBL1242656,1201
1202,0,CHEMBL1761942,1202
1203,1,CHEMBL109575,1203
1204,1,CHEMBL1830277,1204
1205,1,CHEMBL1821862,1205
1206,1,CHEMBL1821874,1206
1207,1,CHEMBL2064389,1207
1208,1,CHEMBL2070198,1208
1209,1,CHEMBL2018748,1209
1210,1,CHEMBL2018765,1210
1211,1,CHEMBL2087355,1211
1212,1,CHEMBL2029689,1212
1213,1,CHEMBL2048794,1213
1214,1,CHEMBL484119,1214
1215,1,CHEMBL110945,1215
1216,1,CHEMBL116438,1216
1217,1,CHEMBL2316155,1217
1218,1,CHEMBL2325106,1218
1219,1,CHEMBL2332119,1219
1220,1,CHEMBL2381505,1220
1221,1,CHEMBL2381514,1221
1222,1,CHEMBL2110732,1222
1223,0,CHEMBL2419669,1223
1224,1,CHEMBL2437462,1224
1225,0,CHEMBL3114693,1225
1226,1,CHEMBL3234750,1226
1227,0,CHEMBL3237933,1227
1228,1,CHEMBL438805,1228
1229,1,CHEMBL7917,1229
1230,1,CHEMBL328216,1230
1231,1,CHEMBL204715,1231
1232,1,CHEMBL443268,1232
1233,0,CHEMBL83838,1233
1234,1,CHEMBL248115,1234
1235,1,CHEMBL255438,1235
1236,1,CHEMBL56731,1236
1237,1,CHEMBL597304,1237
1238,1,CHEMBL1241481,1238
1239,1,CHEMBL1821892,1239
1240,0,CHEMBL1830267,1240
1241,1,CHEMBL1440725,1241
1242,1,CHEMBL109372,1242
1243,1,CHEMBL380247,1243
1244,1,CHEMBL331906,1244
1245,1,CHEMBL309765,1245
1246,1,CHEMBL329642,1246
1247,1,CHEMBL595374,1247
1248,0,CHEMBL1080990,1248
1249,0,CHEMBL1173250,1249
1250,1,CHEMBL2333986,1250
1251,1,CHEMBL2347965,1251
1252,0,CHEMBL3133912,1252
1253,1,CHEMBL3416595,1253
1254,1,CHEMBL387207,1254
1255,0,CHEMBL112422,1255
1256,1,CHEMBL143160,1256
1257,1,CHEMBL1202061,1257
1258,0,CHEMBL1277162,1258
1259,1,CHEMBL2347967,1259
1260,1,CHEMBL3233779,1260
1261,0,CHEMBL3353405,1261
1262,1,CHEMBL3360610,1262
1263,1,CHEMBL204335,1263
1264,1,CHEMBL1204261,1264
1265,1,CHEMBL180516,1265
1266,0,CHEMBL2094036,1266
1267,1,CHEMBL104153,1267
1268,0,CHEMBL157021,1268
1269,1,CHEMBL405398,1269
1270,1,CHEMBL179521,1270
1271,0,CHEMBL358728,1271
1272,1,CHEMBL205149,1272
1273,1,CHEMBL179313,1273
1274,0,CHEMBL349762,1274
1275,1,CHEMBL271623,1275
1276,1,CHEMBL255135,1276
1277,0,CHEMBL521734,1277
1278,1,CHEMBL460746,1278
1279,1,CHEMBL517123,1279
1280,1,CHEMBL309334,1280
1281,1,CHEMBL454370,1281
1282,1,CHEMBL489501,1282
1283,1,CHEMBL511990,1283
1284,1,CHEMBL593770,1284
1285,0,CHEMBL593910,1285
1286,0,CHEMBL593905,1286
1287,1,CHEMBL600381,1287
1288,1,CHEMBL591040,1288
1289,0,CHEMBL1077291,1289
1290,1,CHEMBL598406,1290
1291,0,CHEMBL1086151,1291
1292,0,CHEMBL1083509,1292
1293,1,CHEMBL1173454,1293
1294,1,CHEMBL1241769,1294
1295,0,CHEMBL1241683,1295
1296,0,CHEMBL1242663,1296
1297,0,CHEMBL1241862,1297
1298,1,CHEMBL1241579,1298
1299,0,CHEMBL1242844,1299
1300,1,CHEMBL499344,1300
1301,1,CHEMBL1242475,1301
1302,1,CHEMBL1760035,1302
1303,0,CHEMBL1761944,1303
1304,0,CHEMBL111664,1304
1305,1,CHEMBL1822063,1305
1306,0,CHEMBL1828871,1306
1307,1,CHEMBL603,1307
1308,0,CHEMBL104,1308
1309,1,CHEMBL1914657,1309
1310,0,CHEMBL1958026,1310
1311,1,CHEMBL1934631,1311
1312,0,CHEMBL2205027,1312
1313,1,CHEMBL2205030,1313
1314,0,CHEMBL2387002,1314
1315,1,CHEMBL3393072,1315
1316,1,CHEMBL3092324,1316
1317,0,CHEMBL3098311,1317
1318,1,CHEMBL3088220,1318
1319,1,CHEMBL3237935,1319
1320,1,CHEMBL3237937,1320
1321,1,CHEMBL3221548,1321
1322,0,CHEMBL3353398,1322
1323,0,CHEMBL3353411,1323
1324,0,CHEMBL303704,1324
1325,1,CHEMBL207037,1325
1326,1,CHEMBL331307,1326
1327,1,CHEMBL345019,1327
1328,1,CHEMBL299672,1328
1329,1,CHEMBL24137,1329
1330,1,CHEMBL80540,1330
1331,1,CHEMBL207869,1331
1332,0,CHEMBL521155,1332
1333,1,CHEMBL489117,1333
1334,0,CHEMBL595143,1334
1335,0,CHEMBL134439,1335
1336,1,CHEMBL543904,1336
1337,1,CHEMBL169514,1337
1338,1,CHEMBL452768,1338
1339,1,CHEMBL1242110,1339
1340,1,CHEMBL1812560,1340
1341,1,CHEMBL1917092,1341
1342,1,CHEMBL2348414,1342
1343,0,CHEMBL3086065,1343
1344,1,CHEMBL3360615,1344
1345,1,CHEMBL307209,1345
1346,0,CHEMBL396472,1346
1347,0,CHEMBL310923,1347
1348,0,CHEMBL382782,1348
1349,1,CHEMBL286343,1349
1350,0,CHEMBL129989,1350
1351,1,CHEMBL352954,1351
1352,0,CHEMBL8091,1352
1353,0,CHEMBL67059,1353
1354,1,CHEMBL518803,1354
1355,0,CHEMBL309598,1355
1356,1,CHEMBL522134,1356
1357,1,CHEMBL474341,1357
1358,1,CHEMBL1641990,1358
1359,0,CHEMBL1828876,1359
1360,1,CHEMBL1958216,1360
1361,0,CHEMBL2016600,1361
1362,1,CHEMBL7819,1362
1363,1,CHEMBL405772,1363
1364,0,CHEMBL450319,1364
1365,1,CHEMBL2374458,1365
1366,1,CHEMBL1958217,1366
1367,0,CHEMBL3288526,1367
1368,1,CHEMBL434828,1368
1369,1,CHEMBL158805,1369
1370,0,CHEMBL266182,1370
1371,1,CHEMBL241609,1371
1372,1,CHEMBL524457,1372
1373,1,CHEMBL1914668,1373
1374,1,CHEMBL125550,1374
1375,1,CHEMBL92006,1375
1376,0,CHEMBL302545,1376
1377,1,CHEMBL50519,1377
1378,1,CHEMBL325949,1378
1379,1,CHEMBL31326,1379
1380,1,CHEMBL78685,1380
1381,1,CHEMBL163188,1381
1382,0,CHEMBL47966,1382
1383,1,CHEMBL316764,1383
1384,1,CHEMBL168555,1384
1385,1,CHEMBL116919,1385
1386,1,CHEMBL2111784,1386
1387,0,CHEMBL296468,1387
1388,1,CHEMBL332879,1388
1389,1,CHEMBL119977,1389
1390,1,CHEMBL291359,1390
1391,1,CHEMBL162821,1391
1392,1,CHEMBL340508,1392
1393,1,CHEMBL93537,1393
1394,1,CHEMBL296168,1394
1395,1,CHEMBL312753,1395
1396,1,CHEMBL169065,1396
1397,0,CHEMBL425074,1397
1398,0,CHEMBL59036,1398
1399,0,CHEMBL178922,1399
1400,1,CHEMBL25579,1400
1401,0,CHEMBL130337,1401
1402,1,CHEMBL165731,1402
1403,0,CHEMBL335074,1403
1404,1,CHEMBL129946,1404
1405,1,CHEMBL126903,1405
1406,1,CHEMBL298637,1406
1407,0,CHEMBL420400,1407
1408,1,CHEMBL345077,1408
1409,1,CHEMBL342828,1409
1410,1,CHEMBL299026,1410
1411,1,CHEMBL440873,1411
1412,1,CHEMBL346553,1412
1413,0,CHEMBL79621,1413
1414,1,CHEMBL425402,1414
1415,1,CHEMBL206197,1415
1416,0,CHEMBL64814,1416
1417,1,CHEMBL373101,1417
1418,1,CHEMBL355816,1418
1419,1,CHEMBL1203935,1419
1420,1,CHEMBL162622,1420
1421,1,CHEMBL445572,1421
1422,1,CHEMBL425738,1422
1423,0,CHEMBL278526,1423
1424,0,CHEMBL214627,1424
1425,1,CHEMBL123189,1425
1426,0,CHEMBL88606,1426
1427,0,CHEMBL328029,1427
1428,0,CHEMBL149201,1428
1429,1,CHEMBL420624,1429
1430,1,CHEMBL299194,1430
1431,1,CHEMBL116308,1431
1432,0,CHEMBL431025,1432
1433,0,CHEMBL214863,1433
1434,0,CHEMBL333115,1434
1435,0,CHEMBL68423,1435
1436,1,CHEMBL67027,1436
1437,1,CHEMBL176199,1437
1438,1,CHEMBL241919,1438
1439,1,CHEMBL401443,1439
1440,1,CHEMBL386365,1440
1441,0,CHEMBL8223,1441
1442,0,CHEMBL88483,1442
1443,1,CHEMBL160303,1443
1444,1,CHEMBL214753,1444
1445,0,CHEMBL313433,1445
1446,1,CHEMBL124617,1446
1447,1,CHEMBL359660,1447
1448,1,CHEMBL538798,1448
1449,1,CHEMBL245277,1449
1450,1,CHEMBL185637,1450
1451,0,CHEMBL383030,1451
1452,0,CHEMBL202216,1452
1453,1,CHEMBL391321,1453
1454,1,CHEMBL505896,1454
1455,1,CHEMBL453737,1455
1456,1,CHEMBL475761,1456
1457,1,CHEMBL473428,1457
1458,1,CHEMBL475768,1458
1459,1,CHEMBL474431,1459
1460,1,CHEMBL473437,1460
1461,1,CHEMBL475446,1461
1462,1,CHEMBL514938,1462
1463,1,CHEMBL475599,1463
1464,1,CHEMBL475600,1464
1465,1,CHEMBL475767,1465
1466,1,CHEMBL480348,1466
1467,1,CHEMBL481331,1467
1468,0,CHEMBL480014,1468
1469,0,CHEMBL1241775,1469
1470,1,CHEMBL1241863,1470
1471,1,CHEMBL1241950,1471
1472,0,CHEMBL1242034,1472
1473,0,CHEMBL1257795,1473
1474,1,CHEMBL1241770,1474
1475,1,CHEMBL1241858,1475
1476,0,CHEMBL2312652,1476
1477,1,CHEMBL2316159,1477
1478,1,CHEMBL2316154,1478
1479,1,CHEMBL2316147,1479
1480,1,CHEMBL2316144,1480
1481,1,CHEMBL2316142,1481
1482,1,CHEMBL2316140,1482
1483,1,CHEMBL2325099,1483
1484,1,CHEMBL2325098,1484
1485,1,CHEMBL2325094,1485
1486,1,CHEMBL2325092,1486
1487,1,CHEMBL2324872,1487
1488,1,CHEMBL2324871,1488
1489,1,CHEMBL2324870,1489
1490,1,CHEMBL2325102,1490
1491,1,CHEMBL180022,1491
1492,0,CHEMBL2337372,1492
1493,0,CHEMBL2337370,1493
1494,0,CHEMBL2337368,1494
1495,0,CHEMBL2337364,1495
1496,0,CHEMBL2337362,1496
1497,0,CHEMBL2337374,1497
1498,1,CHEMBL2337373,1498
1499,0,CHEMBL2312301,1499
1500,1,CHEMBL2334001,1500
1501,1,CHEMBL2333998,1501
1502,1,CHEMBL2315698,1502
1503,1,CHEMBL2315696,1503
1504,0,CHEMBL2335018,1504
1505,1,CHEMBL2333163,1505
1506,1,CHEMBL505637,1506
1507,1,CHEMBL2335015,1507
1508,0,CHEMBL2347959,1508
1509,1,CHEMBL2347963,1509
1510,1,CHEMBL2347969,1510
1511,1,CHEMBL2348417,1511
1512,1,CHEMBL2348415,1512
1513,1,CHEMBL2348419,1513
1514,1,CHEMBL3233761,1514
1515,1,CHEMBL3233782,1515
1516,1,CHEMBL3234756,1516
1517,1,CHEMBL3263380,1517
1518,1,CHEMBL3263964,1518
1519,1,CHEMBL3219132,1519
1520,0,CHEMBL3297955,1520
1521,1,CHEMBL3360603,1521
1522,1,CHEMBL3416597,1522
1523,1,CHEMBL3416592,1523
1524,1,CHEMBL3416447,1524
1525,1,CHEMBL3416612,1525
1526,1,CHEMBL48650,1526
1527,1,CHEMBL174634,1527
1528,0,CHEMBL77280,1528
1529,1,CHEMBL320705,1529
1530,1,CHEMBL49596,1530
1531,1,CHEMBL544868,1531
1532,1,CHEMBL133023,1532
1533,1,CHEMBL93635,1533
1534,1,CHEMBL126372,1534
1535,0,CHEMBL8000,1535
1536,1,CHEMBL54788,1536
1537,1,CHEMBL160846,1537
1538,1,CHEMBL281467,1538
1539,0,CHEMBL327023,1539
1540,1,CHEMBL310798,1540
1541,0,CHEMBL294769,1541
1542,1,CHEMBL207687,1542
1543,1,CHEMBL214631,1543
1544,1,CHEMBL330224,1544
1545,0,CHEMBL66785,1545
1546,1,CHEMBL53156,1546
1547,1,CHEMBL440453,1547
1548,1,CHEMBL153170,1548
1549,1,CHEMBL327307,1549
1550,1,CHEMBL50647,1550
1551,1,CHEMBL250925,1551
1552,0,CHEMBL194498,1552
1553,1,CHEMBL310827,1553
1554,1,CHEMBL427315,1554
1555,1,CHEMBL540590,1555
1556,1,CHEMBL179659,1556
1557,1,CHEMBL379047,1557
1558,0,CHEMBL57690,1558
1559,0,CHEMBL299707,1559
1560,0,CHEMBL113128,1560
1561,1,CHEMBL126101,1561
1562,0,CHEMBL7699,1562
1563,0,CHEMBL316008,1563
1564,0,CHEMBL309073,1564
1565,1,CHEMBL97162,1565
1566,0,CHEMBL66063,1566
1567,1,CHEMBL179969,1567
1568,1,CHEMBL169467,1568
1569,1,CHEMBL270895,1569
1570,1,CHEMBL255237,1570
1571,0,CHEMBL473354,1571
1572,0,CHEMBL495729,1572
1573,0,CHEMBL221959,1573
1574,1,CHEMBL128000,1574
1575,1,CHEMBL490577,1575
1576,1,CHEMBL515082,1576
1577,1,CHEMBL510155,1577
1578,1,CHEMBL454384,1578
1579,1,CHEMBL460722,1579
1580,0,CHEMBL472942,1580
1581,1,CHEMBL472943,1581
1582,1,CHEMBL511637,1582
1583,1,CHEMBL578044,1583
1584,0,CHEMBL574588,1584
1585,1,CHEMBL608860,1585
1586,1,CHEMBL592004,1586
1587,1,CHEMBL598407,1587
1588,1,CHEMBL599398,1588
1589,0,CHEMBL1095463,1589
1590,1,CHEMBL3216699,1590
1591,0,CHEMBL1173397,1591
1592,1,CHEMBL1173783,1592
1593,1,CHEMBL1242659,1593
1594,1,CHEMBL1242572,1594
1595,0,CHEMBL1241680,1595
1596,1,CHEMBL1271619,1596
1597,0,CHEMBL1761930,1597
1598,0,CHEMBL3237938,1598
1599,0,CHEMBL3314140,1599
1600,0,CHEMBL3425665,1600
1601,1,CHEMBL73301,1601
1602,1,CHEMBL250315,1602
1603,1,CHEMBL126456,1603
1604,1,CHEMBL402316,1604
1605,1,CHEMBL487254,1605
1606,1,CHEMBL179224,1606
1607,1,CHEMBL2315410,1607
1608,1,CHEMBL2347972,1608
1609,1,CHEMBL2426282,1609
1610,1,CHEMBL3233787,1610
1611,1,CHEMBL3297892,1611
1612,0,CHEMBL3425658,1612
1613,1,CHEMBL52197,1613
1614,0,CHEMBL21086,1614
1615,1,CHEMBL349070,1615
1616,0,CHEMBL149243,1616
1617,0,CHEMBL63575,1617
1618,0,CHEMBL56132,1618
1619,1,CHEMBL115187,1619
1620,0,CHEMBL345837,1620
1621,1,CHEMBL206280,1621
1622,0,CHEMBL417740,1622
1623,1,CHEMBL96780,1623
1624,0,CHEMBL115519,1624
1625,1,CHEMBL346770,1625
1626,1,CHEMBL111197,1626
1627,1,CHEMBL76958,1627
1628,1,CHEMBL57759,1628
1629,0,CHEMBL331417,1629
1630,0,CHEMBL87080,1630
1631,1,CHEMBL242349,1631
1632,1,CHEMBL1204199,1632
1633,1,CHEMBL422758,1633
1634,1,CHEMBL211003,1634
1635,1,CHEMBL2148052,1635
1636,0,CHEMBL90277,1636
1637,1,CHEMBL544867,1637
1638,0,CHEMBL144921,1638
1639,1,CHEMBL355461,1639
1640,1,CHEMBL555201,1640
1641,1,CHEMBL180415,1641
1642,0,CHEMBL126097,1642
1643,1,CHEMBL300791,1643
1644,1,CHEMBL311133,1644
1645,0,CHEMBL386579,1645
1646,1,CHEMBL142831,1646
1647,0,CHEMBL68401,1647
1648,1,CHEMBL119708,1648
1649,0,CHEMBL418279,1649
1650,1,CHEMBL75188,1650
1651,1,CHEMBL202970,1651
1652,1,CHEMBL332906,1652
1653,0,CHEMBL323660,1653
1654,1,CHEMBL203779,1654
1655,1,CHEMBL340862,1655
1656,1,CHEMBL234580,1656
1657,1,CHEMBL113863,1657
1658,1,CHEMBL56236,1658
1659,1,CHEMBL93284,1659
1660,1,CHEMBL14627,1660
1661,1,CHEMBL322395,1661
1662,0,CHEMBL418010,1662
1663,1,CHEMBL372293,1663
1664,1,CHEMBL263788,1664
1665,1,CHEMBL57892,1665
1666,1,CHEMBL340399,1666
1667,0,CHEMBL66618,1667
1668,1,CHEMBL79060,1668
1669,0,CHEMBL337035,1669
1670,1,CHEMBL55425,1670
1671,0,CHEMBL77243,1671
1672,0,CHEMBL545302,1672
1673,1,CHEMBL335648,1673
1674,0,CHEMBL425083,1674
1675,1,CHEMBL328955,1675
1676,0,CHEMBL425620,1676
1677,0,CHEMBL389745,1677
1678,1,CHEMBL122132,1678
1679,0,CHEMBL187007,1679
1680,0,CHEMBL56669,1680
1681,1,CHEMBL53831,1681
1682,1,CHEMBL205765,1682
1683,1,CHEMBL422335,1683
1684,1,CHEMBL158275,1684
1685,1,CHEMBL178144,1685
1686,1,CHEMBL153419,1686
1687,1,CHEMBL249511,1687
1688,1,CHEMBL406845,1688
1689,1,CHEMBL405771,1689
1690,0,CHEMBL473557,1690
1691,0,CHEMBL512933,1691
1692,1,CHEMBL449949,1692
1693,1,CHEMBL505463,1693
1694,1,CHEMBL489058,1694
1695,1,CHEMBL483532,1695
1696,1,CHEMBL483525,1696
1697,1,CHEMBL473429,1697
1698,1,CHEMBL168382,1698
1699,1,CHEMBL166307,1699
1700,1,CHEMBL434827,1700
1701,1,CHEMBL24026,1701
1702,0,CHEMBL418270,1702
1703,1,CHEMBL31622,1703
1704,0,CHEMBL21162,1704
1705,1,CHEMBL154580,1705
1706,1,CHEMBL311111,1706
1707,1,CHEMBL291496,1707
1708,0,CHEMBL58142,1708
1709,1,CHEMBL319620,1709
1710,1,CHEMBL441279,1710
1711,1,CHEMBL53300,1711
1712,1,CHEMBL355330,1712
1713,1,CHEMBL91009,1713
1714,0,CHEMBL430155,1714
1715,0,CHEMBL114073,1715
1716,1,CHEMBL92812,1716
1717,1,CHEMBL381604,1717
1718,1,CHEMBL422292,1718
1719,1,CHEMBL338625,1719
1720,1,CHEMBL136492,1720
1721,0,CHEMBL87783,1721
1722,0,CHEMBL21108,1722
1723,1,CHEMBL129930,1723
1724,0,CHEMBL80001,1724
1725,1,CHEMBL341053,1725
1726,1,CHEMBL161226,1726
1727,0,CHEMBL77298,1727
1728,0,CHEMBL114568,1728
